diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q5135822,Q5135822, , , , , , , , , , , , , ,Q82.8,C0162361, , , , , 
Q5136452,Q5136452, , , , , , , , , , , , , , , , , , , , 
Q5140809,Q5140809, , , , , , , , , , , , , , ,"C1843920,C3551954",C564403,C142083, , , 
Q5150906,Q5150906, , , , , , , , , , , , ,279.2,"D81,D81.0,D81.1,D81.2,D81.3,D81.4,D81.5,D81.6,D81.7,D81.8,D81.9",C0494261, ,C27871, , , 
Q5156399,Q5156399, , , , , , , , , , , , , ,D84.1,C3150275, ,C119992, , , 
Q5156400,Q5156400, , , , , , , , , , , , , ,D84.1,"C1332655,C3151071",C565169,C9468, , , 
Q6029067,Q6029067, , , , , , , , , , , , , ,E78.8, ,D057770, , , , 
Q6056727,Q6056727,Q8038367,Q8038367, , , , , , , , , , , , , , , , , , 
Q6085391,Q6085391, , , , , , , , , , , , , ,E71.1,C1969809,C535541,C129975, , , 
Q6085879,Q6085879, , , , , , , , , , , , , , ,C3277849,C567076, , , , 
Q6126829,Q6126829, , , , , , , , , , , , ,"362.75,520.5",H35.5,"C1857588,C2931074,C3495589",C000596385, , , , 
Q6152917,Q6152917, , , , , , , , , , , , , , , , , , , , 
Q6155971,Q6155971, , , , , , , , , , , , , , , , , , , , 
Q6311812,Q6311812, , , , , , , , , , , , , ,Q81.8, , ,C162474, , , 
Q6318969,Q6318969, , , , , , , , , , , , , ,G12.2,C1853396,C536416, , , , 
Q6378691,Q6378691, , , , , , , , , , , , , ,Q87.0,C1855663,C537013, , , , 
Q6393653,Q6393653, , , , , , , , , , , , , , ,C0343057,C536159, , , , 
Q6393657,Q6393657, , , , , , , , , , , , , ,Q82.8,C1866029,C566600, , , , 
Q6395632,Q6395632, , , , , , , , , , , , , ,Q87.8,C1855607,C536167, , , , 
Q6422092,Q6422092, , , , , , , , , , , , ,756.9,Q77.7,C0265279,C537207,C125594, , , 
Q6426064,Q6426064, , , , , , , , , , , , , ,G40.8,C0406740,C537213, , , , 
Q6441908,Q6441908, , , , , , , , , , , , , ,G23.0,"C1847640,C3715048",C537177, , , , 
Q6458655,Q6458655, , , , , , , , , , , , , ,D81.1,C1847827,C564694,C122657, , , 
Q6491971,Q6491971, , , , , , , , , , , , , ,Q81.8,C1328355,C537032, , , , 
Q6495941,Q6495941, , , , , , , , , , , , , ,Q87.8,C1846421,C537880, , , , 
Q6523439,Q6523439, , , , , , , , , , , , ,759.89,Q11.2,C0796016,C537464, , , , 
Q6523462,Q6523462, , , , , , , , , , , , , ,Q87.1,C0432269,C537115, , , , 
Q6533258,Q6533258, , , , , , , , , , , , , ,Q81.0,C1864826,C535493, , , , 
Q6533261,Q6533261, , , , , , , , , , , , , , ,C2678471,C567502, , , , 
Q6534510,Q6534510, , , , , , , , , , , , , , , , , , , , 
Q6534539,Q6534539, , , , , , , , , , , , , , ,"C1855503,C3279662",C565439, , , , 
Q6543864,Q6543864, , , , , , , , , , , , , ,Q73.8,C1861313,C566090, , , , 
Q6546687,Q6546687, , , , , , , , , , , , ,372.39,H10.4,C1274789,C566897, , , , 
Q6549091,Q6549091, , , , , , , , , , , , , , ,C1863753,C535903, , , , 
Q6583504,Q6583504, , , , , , , , , , , , ,277.6, ,C1291609,C563212, , , , 
Q6664623,Q6664623, , , , , , , , , , , , ,757.39,Q81.0,C0080333, , , , , 
Q6717006,Q6717006, , , , , , , , , , , , , , , ,C535520, , , , 
Q6717008,Q6717008, , , , , , , , , , , , , , , ,C565231, , , , 
Q6717114,Q6717114,"Gizeneri,Q1471642,Q5811451,adimen-urritasun","Q12174,Q1471642,Q183560,Q5811451", , , , , , , , , , , , ,C1857802,C536984, , , , 
Q6744557,Q6744557, , , , , , , , , , , , , ,Q87.8,"C0796031,C0796083", ,C174217, , , 
Q6750947,Q6750947, , , , , , , , , , , , , , , ,D044904,C61275, , , 
Q6758640,Q6758640, , , , , , , , , , , , ,759.89,Q87.0,C0796033,C535910, , , , 
Q6773846,Q6773846, , , , ,Q2044034,Q2044034, , , , , , ,759.89,Q87.0,C0265235,C536025,C128115, , , 
Q6822414,Q6822414, , , , , , , , , , , , ,756.59,Q78.4,C0410530,C562938, , , , 
Q6824028,Q6824028, , , , , , , , , , , , , ,E71.1,C1855114, ,C148366, , , 
Q6836884,Q6836884, , , , , , , , , , , , , ,Q82.8,C0473586,C537575, , , , 
Q6837320,Q6837320, , , , , , , , , , , , , , , , , , , , 
Q6839205,Q6839205, , , , , , , , , , , , , , ,C1838625,C536681, , , , 
Q6839323,Q6839323, , , , , , , , , , , , , ,Q87.1,C0432246,C565898, , , , 
Q6839330,Q6839330, , , , , , , , , , , , , ,Q87.8,"C1835265,C3501946",C537711, , , , 
Q6881876,Q6881876,Q622427,Q622427, , , , , , , , , , , , ,C0872218,C536350,C11967, , , 
Q6881883,Q6881883, , , , , , , , , , , , , , ,C1969443,C566945,C98991, , , 
Q6901244,Q6901244,Q4301850,Q4301850, , , , , , , , , , , ,D72.8,C3280030, , , , , 
Q6947340,Q6947340, , , , , , , , , , , , ,288.8,E80.3,C0398595,C562864, , , , 
Q6947909,Q6947909, , , , , , , , , , , , , , ,C4085238, ,C165674, , , 
Q6949365,Q6949365, , , , , , , , , , , , , ,C49.9,C0206634,D018208,C27781, , , 
Q6951345,Q6951345,Q1640868,Q1640868, , , , , , , , , , , ,E72.2,C0268543,C536109,C129307, , , 
Q6960193,Q6960193, , , , ,Q56013902,Q56013902, , , , , , , , , ,C538334, , , , 
Q6993484,Q6993484, , , , , , , , , , , , , , , , , , , , 
Q7003001,Q7003001, , , , , , , , , , , , , ,E75.5,C0268238,C536560, , , , 
Q7003142,Q7003142, , , , , , , , , , , , , ,D71,C1842398,C564275, , , , 
Q7053148,Q7053148, , , , , , , , , , , , , ,M11.2,C1864861,C566473, , , , 
Q7059204,Q7059204, , , , , , , , , , , , , ,E75.4,C1864923, , , , , 
Q7080278,Q7080278,Q6884891,Q6884891, , , , , , , , , , , , ,C1306122,C537743, , , , 
Q7087988,Q7087988, , , , , , , , , , , , , , ,C1848745,C536554, , , , 
Q7088441,Q7088441, , , , , , , , , , , , , ,Q82.8,"C0406761,C2609071", , , , , 
Q7098730,Q7098730, , , , , , , , , , , , , ,Q78.8,C0432219,C537122, , , , 
Q7098797,Q7098797, , , , , , , , , , , , , ,H47.0,"C0338502,C1833797,C1833798", ,"C101268,C98999", , , 
Q7103627,Q7103627, , , , ,Q55782558,Q55782558, , , , , , , ,E72.4,C0268540,C538380,C129029, , , 
Q7109017,Q7109017, , , , , , , , , , , , ,759.89,Q77.7,C1855310, , , , , 
Q7118181,Q7118181, , , , , , , , , , , , , , ,C1858361,C536253,C119055, , , 
Q7133011,Q7133011, , , , , , , , , , , , ,759.89,Q60.4,C1852759,C537168,C123230, , , 
Q7136039,Q7136039, , , , , , , , , , , , , ,Q87.1,C1868616,C537172, , , , 
Q7139585,Q7139585, , , , , , , , , , , , , ,G24.8,C1842534,C564288, , , , 
Q7139588,Q7139588, , , , , , , , , , , , ,349.89, ,C1833661,C563475,C125385, , , 
Q7141967,Q7141967, , , , , , , , , , , , , ,Q87.0,C0796197,C536303, , , , 
Q7169165,Q7169165, , , , , , , , , , , , , ,Q87.3,C0796113,C536399,C103144, , , 
Q7170412,Q7170412, , , , , , , , , , , , , , ,"C0266568,C1969784",D054514, , , , 
Q7202845,Q7202845, , , , , , , , , , , , , ,Q77.8,C1835437,C563627, , , , 
Q7204815,Q7204815, , , , , , , , , , , , ,162.9,"C34.1,C34.2,C34.3,C34.9","C1266144,CN072455",C537516,C5669, , , 
Q7234683,Q7234683, , , , , , , , , , , , , ,G71.1,"C0752355,C0856123,C2931826",C538353,C122788, , , 
Q7234989,Q7234989, , , , , , , , , , , , ,758.39,Q93.5,C1832588,C538356,C75456, , , 
Q7243115,Q7243115, , , , , , , , , , , , , ,"E85.4+,L99.0*", ,C562643, , , , 
Q7243137,Q7243137, , , , , , , , , , , , , ,E72.53,"C0020500,C0020501",D006960,C123158, , , 
Q7243138,Q7243138,hatz-hipokratismo,Q1340669, , , , , , , , , , , ,M89.4,"C0029411,C2678439",D010004,"C179057,C85023", , , 
Q7243682,Q7243682, , , , , , , , , , , , , ,Q87.8,C0796121,C536420, , , , 
Q7248853,Q7248853, , , , , , , , , , , , , , ,C0751778,D020191,C7636, , , 
Q7248854,Q7248854, , , , , , , , , , , , , ,M61.5,C0334041,C562735, , , , 
Q7249599,Q7249599, , , , , , , , , , , , , ,E72.8,"C0268532,C1534653",D056732,C85029, , , 
Q7250189,Q7250189, , , , , , , , , , , , ,279.8,D84.1,"C0398762,C1839454,C1839455,C1839456",C537241, , , , 
Q7250337,Q7250337, , , , , , , , , , , , , ,"E71.1,E71.121","C0268579,C0311298,C2717876",D056693,C85030, , , 
Q7254411,Q7254411, , , , , , , , , , , , , ,E77.0,"C0033788,C2673375", ,C125595, , , 
Q7259524,Q7259524, , , , , , , , , , , , ,416.8,D18.0,"C0340548,C0340848",C535861, , , , 
Q7260026,Q7260026, , , , , , , , , , , , , ,Q82.8,C1274216, , , , , 
Q7261148,Q7261148, , , , , , , , , , , , , , ,C1865951,C566592, , , , 
Q7263591,Q7263591, , , , , , , , , , , , , ,G40.8,"C1291560,C1849508",C536254, , , , 
Q7263794,Q7263794, , , , , , , , , , , , ,277.89,E74.4,"C0034341,C2931141",D015324,C85040, , , 
Q7263801,Q7263801, , , , , , , , , , , , ,277.6,E74.4,"C0034345,C1839413",D015325,C103968, , , 
Q7269853,Q7269853,Odoljario,Q166019, , , , , , , , , , , ,D69.1,C1866423,C536260, , , , 
Q7284803,Q7284803, , , , , , , , , , , , , ,Q78.2,C1850106,C535282, , , , 
Q7294342,Q7294342, , , , , , , , , , , , , , , ,C535289, , , , 
Q7313459,Q7313459,Q7502090,Q7502090, , , , , , , , , , ,759.89,Q87.5,C0796135,C537761,C165533, , , 
Q7316329,Q7316329, , , , , , , , , , , , , ,Q82.8,C0406585,C536920, , , , 
Q7316718,Q7316718,Q485831,Q485831, , , , , , , , , , , ,D81.0,"C0272167,C1282908",C538361,C27070, , , 
Q7316720,Q7316720, , , , , , , , , , , , , , ,"C0406811,C3714534",C562924, , , , 
Q7316721,Q7316721, , , , , , , , , , , , , , ,C0406811,C562924, , , , 
Q7316761,Q7316761, , , , , , , , , , , , , ,H35.5,C3151001,C566706, , , , 
Q7318329,Q7318329, , , , , , , , , , , , , , ,C1327916,C538371, , , , 
Q7319683,Q7319683, , , , , , , , , , , , , ,"K74.3,L94.0",C0748397, , , , , 
Q7319955,Q7319955, , , , , , , , , , , , , ,D58.8,"C0272052,C1849387", , , , , 
Q7355063,Q7355063, , , , , , , , , , , , ,755.67,Q66.8,C0240912,C536345, , , , 
Q7390227,Q7390227, , , , , , , , , , , , , ,Q87.1,C0878684,C537327, , , , 
Q7395633,Q7395633, , , , , , , , , , , , , , ,C2931439,C537193, , , , 
Q7423635,Q7423635, , , , , , , , , , , , ,270.8,E72.5,C0268563,C537236, , , , 
Q7429841,Q7429841, , , , , , , , , , , , , ,Q87.8,C1867020,C536623, , , , 
Q7431481,Q7431481, , , , , , , , , , , , ,759.89,Q87.0,"C0265227,C1849294",C536632,C129308, , , 
Q7433355,Q7433355, , , , , , , , , , , , ,758.89,Q82.8,C1857069,C565607, , , , 
Q7437571,Q7437571, , , , , , , , , , , , , ,D69.8,C0796149,C563120, , , , 
Q7451019,Q7451019, , , , , , , , , , , , , , ,C3150874, ,C129305, , , 
Q7454942,Q7454942, , , , , , , , , , , , , , , , , , , , 
Q7484623,Q7484623, , , , , , , , , , , , , , , , ,C129032, , , 
Q7501551,Q7501551, , , , , , , , , , , , , ,"E71.3,E71.312",C0342783,C537596,C84539, , , 
Q7506658,Q7506658, , , , , , , , , , , , , ,E77.1,"C0023806,C0268226,C1850510", , , , , 
Q7506696,Q7506696, , , , , , , , , , , , , , ,C0342853,D029461,C85067, , , 
Q7535394,Q7535394, , , , , , , , , , , , , ,Q81.0,C1858302,C536183, , , , 
Q7545701,Q7545701,Q29642554,Q29642554, , , , , , , , , , , , ,C0796159,C537445, , , , 
Q7576389,Q7576389, , , , , , , , , , , , , , ,C0232981,C536875, , , , 
Q7577467,Q7577467, , , , , , , , , , , , , , , , , , , , 
Q7577468,Q7577468, , , , , , , , , , , , ,345.10,G25.3,C1834569,C537563, , , , 
Q7578954,Q7578954, , , , , , , , , , , , , ,Q77.7,C1849011,C564794, , , , 
Q7578957,Q7578957, , , , , , , , , , , , , , ,"C2748515,C2748516", , , , , 
Q7578959,Q7578959, , , , , , , , , , , , ,758.89,Q77.7,C0796173,C535799,C135088, , , 
Q7578960,Q7578960, , , , , , , , , , , , ,756.9,Q77.7,"C0038015,C2745959",C535788, , , , 
Q7616403,Q7616403, , , , , , , , , , , , , ,L98.8,C1861456,C566112,C118636, , , 
Q7623555,Q7623555, , , , , , , , , , , , , , , , , , , , 
Q7632441,Q7632441, , , , , , , , , , , , , , ,C0340375,D001020,C85172, , , 
Q7632698,Q7632698, , , , , , , , , , , , ,270.8,E71.3,C0342792,C537527, , , , 
Q7662637,Q7662637, , , , , , , , , , , , , , ,C2699746,C538153,"C75003,C75005", , , 
Q7702722,Q7702722, , , , , , , , , , , , , , , , , , , , 
Q7702740,Q7702740, , , , , , , , , , , , , ,Q87.2,"C1846129,CL527371",C564554, , , , 
Q7706537,Q7706537, , , , , , , , , , , , ,277.6,E70.1,C1849700,C538382, , , , 
Q7707070,Q7707070, , , , , , , , , , , , , ,Q87.8,C1866656, , , , , 
Q7799748,Q7799748, , , , , , , , , , , , , ,"E03.0,E03.1",C1848805,C564766,C121751, , , 
Q7801152,Q7801152, , , , ,Q175763,Q175763, , , , , , ,270.2, ,C0391816,C536919, , , , 
Q7824262,Q7824262, , , , , , , , , , , , , ,Q82.4,"C0406716,C0406735",C536736,C40553, , , 
Q7833752,Q7833752, , , , , , , , , , , , ,277.6,E74.8,C1291329,C563207, , , , 
Q7834264,Q7834264, , , , , , , , , , , , , ,Q81.2,C1851573,C536979, , , , 
Q7834286,Q7834286, , , , , , , , , , , , , ,P70.2,C1832386,C563322,C114899, , , 
Q7840696,Q7840696,beherako,Q40878, , , , , , , , , , , , ,C1857276, , , , , 
Q7840841,Q7840841, , , , , , , , , , , , , , ,C0854699, , , , , 
Q7841074,Q7841074, , , , , , , , , , , , ,759.89,Q82.4,C0265333,C536549, , , , 
Q7852683,Q7852683, , , , , , , , , , , , , ,M11.2,C0263628, , , , , 
Q7861692,Q7861692, , ,"Q3877355,Q424551","Q3877355,Q424551", , , , , , , , , , , , , , , , 
Q7876086,Q7876086, , , , , , , , , , , , , , ,"C1833561,C3551173",563466,C173106, , , 
Q7879712,Q7879712,"Gizeneri,Iztai hernia,Q1471642,Q1549421,Q1720711,Q18555947,Q484631,Q55787042,Q7491270,Q7631147,bentrikuluko trenkadako akats,bihotzeko arritmia,piloroestenosi,pubertaro atzeratu,zulatu gabeko himen","Q1027995,Q1144039,Q12174,Q1471642,Q1516012,Q1549421,Q1720711,Q18555947,Q189331,Q2065620,Q484631,Q55787042,Q7491270,Q7631147,Q838139", , , , , , , , , , ,759.89,Q71.8,C1866994,C536937, , , , 
Q7923095,Q7923095, , , , , , , , , , , , , ,"E71.3,E71.310","C0342784,C3887523", ,C98647, , , 
Q7924673,Q7924673, , , , , , , , , , , , ,995.1, ,C0473546,C536347, , , , 
Q7925271,Q7925271, , , , , , , , , , , , , ,Q87.8,C1855772,C535566,C138174, , , 
Q7939442,Q7939442, , , , , , , , , , , , ,757.39,Q82.8,C0265964,C536457, , , , 
Q8023321,Q8023321, , , , , , , , , , , , , , ,C1839736, , , , , 
Q8029730,Q8029730,Q68663705,Q68663705, , , , , , , , , , , ,E13,C0432217,C536739,C131007, , , 
Q8032762,Q8032762, , , , , , , , , , , , ,759.89,Q87.8,C0342286,C536742, , , , 
Q8037184,Q8037184, , , , , , , , , , , , , , , , , , , , 
Q8038353,Q8038353, , , , , , , , , , , , ,259.8,Q82.8,C0406587,C536750, , , , 
Q8041552,Q8041552, , , , , , , , , , , , , , , , , , , , 
Q8041560,Q8041560, , , , , , , , , , , , , , , ,D038901, , , , 
Q8041561,Q8041561, , , , , , , , , , , , , , , , , , , , 
Q8041562,Q8041562, , , , , , , , , , , , , , ,C1844934,C535380, , , , 
Q8046191,Q8046191, , , , , , , , , , , , , ,Q98.6,"C1507149,C2931163",C536297, , , , 
Q8054567,Q8054567, , , , , , , , ,Airearen kutsadura,Q131123, , , , , , , , , , 
Q8058422,Q8058422,Q622427,Q622427, , , , , , , , , , ,759.89,Q87.8,C1863557,C536717, , , , 
Q8061303,Q8061303, , , , , , , , , , , , , ,Q87.8,C1857663,C536719, , , , 
Q8062938,Q8062938, , , , , , , , , , , , , , ,"C1849236,C2931299",C537590, , , , 
Q8067052,Q8067052, , , , , , , , , , , , , ,G71.8,C1836155,C563718, , , , 
Q8072143,Q8072143, , , , , , , , , , , , ,759.89,Q87.8,C0796013,C536725, , , , 
Q8074019,Q8074019, , , , , , , , , , , , , ,Q12.0,"C2752078,C2930878",C535338, , , , 
Q8075299,Q8075299, , , , , , , , , , , , , ,Q87.8,C1848392,C536729, , , , 
Q9177591,Q9177591, , , , , , , , , , , , , , , , , , , , 
Q9182808,Q9182808, , , , , , , , , , , , , ,Q78.8,"C0432240,C0796176",C537502, , , , 
Q9190289,Q9190289, , , , , , , , , , , , , ,Q78.8,"C0220685,C0265260", ,C3816, , , 
Q9190340,Q9190340, , , , , , , , , , , , , ,G60.0, , ,C118782, , , 
Q9366868,Q9366868, , , , , , , , , , , , , , ,"C1859727,C1859728",C537440,C128805, , , 
Q9390205,Q9390205, , , , , , , , , , , , , ,Q87.2,C1863204,C538052, , , , 
Q9390211,Q9390211, , , , , , , , , , , , ,759.89,Q18.8,C0376524, , , , , 
Q9390213,Q9390213, , , , , , , , , , , , , , , ,C564874,C168990, , , 
Q9390217,Q9390217, , , , , , , , , , , , , , ,C1858695,C535459, , , , 
Q9390246,Q9390246, , , , , , , , , , , , , ,H18.5,C1857572,C535473, , , , 
Q9390252,Q9390252, , , , , , , , , , , , , ,D61.0,C1846142,C536068, , , , 
Q9390284,Q9390284,"Q7840964,hantura","Q101991,Q7840964", , , , , , , , , , , ,Q80.8,C0265962,D056770,C84922, , , 
Q9390341,Q9390341, , , , , , , , , , , , ,759.89,"G71.1,Q78.8",C0036391, ,C35008, , , 
Q9390344,Q9390344, , , , , , , , , , , , , , ,C1834523,C538400, , , , 
Q9390463,Q9390463,Q896643,Q896643, , , , , , , , , , , ,Q87.2,C1854466,C536958, , , , 
Q9390596,Q9390596, , , , , , , , , , , , , ,Q87.8,"C2931662,C3489725", , , , , 
Q9390597,Q9390597, , , , , , , , , , , , ,253.4,Q56.1,C0271582,C537919, , , , 
Q9390616,Q9390616, , , , , , , , , , , , , ,Q87.0,C1833136,C535909, , , , 
Q9392705,Q9392705, , , , , , , , , , , , ,333.0,G23.2,C0270733,D020955,C125695, , , 
Q10282075,Q10282075, , , , , , , , , , , , , ,K06.1,"C0016049,C0399440,C4280677",D005351, , , , 
Q10295763,Q10295763, , , , , , , , , , , , , ,E72.3,C0268553,D020167,C123433, , , 
Q10376449,Q10376449, , , , , , , , , , , , , ,G11.4,C1836010,C563702, , , , 
anemia megaloblastiko,Q10832211, , ,Azido foliko,Q127060, , , , , , , , ,281.3,D53.1,C0002888,D000749,C34382, ,"Hezur-muinean eritrozito heldugabeen kontzentrazio handia izateak bereizten duen anemia, besteak beste, B12 bitamina edo azido foliko gutxi hartzearen ondorioa da", 
Q10992004,Q10992004, , , , , , , , , , , , ,"277.39,437.8","E85.4+,I68.0*","C1527338,C3839957",D002543, , , , 
Q11612732,Q11612732, , , , , , , , , , , , , ,E16.9,"C0027773,C1864903", ,C4375, , , 
Q11690084,Q11690084, , , , , , , , , , , , , ,G60.0,C0270913,C537984, , , , 
Q11695513,Q11695513, , , , , , , , , , , , , ,Q77.8,C0265280,C535797, , , , 
Q11699959,Q11699959, , , , , , , , , , , , ,"272.8,593.89",N07.8,C2673196,C567089, , , , 
Q11781607,Q11781607,Q622427,Q622427, , , , , , , , , , , ,G71.2,C1850625,C538343, , , , 
Q5160405,Q5160405, , , , , , , , , , , , , ,D61.0,C1327915,C535982,C115207, , , 
Q5160413,Q5160413,beherako,Q40878, , , , , , , , , , , , ,C0267662,C536210, , , , 
Q5160418,Q5160418,"Hiposomatotropismo,Q545403,adimen-urritasun,infekzio","Q166231,Q183560,Q194101,Q545403", , , , , , , , , , , , ,C0398739, , , , , 
Q5160420,Q5160420, , , , , , , , , , , , , , , , , , , , 
Q5160422,Q5160422, , , , , , , , , , , , ,285.8,D64.4,C0002876,D000742,C84646, , , 
Q5160453,Q5160453, , , , , , , , , , , , , ,P78.3,C2750737,C567703,C183530, , , 
Q5162309,Q5162309, , , , , , , , , , , , ,759.89,Q87.5,C1849437,C535463, , , , 
Q5182141,Q5182141, , , , , , , , , , , , , ,Q87.1,C0220767,C536456, , , , 
Q5182157,Q5182157, , , , , , , , , , , , , ,Q75.8,C1843042,C564332, , , , 
Q5189052,Q5189052, , , , , , , , , , , , , ,Q75.1,C2677099,C567382, , , , 
Q5194974,Q5194974, , , , , , , , , , , , ,759.89,Q87.8,"C1415596,C1531773,C1867774,C1867775",C536221, , , , 
Q5198214,Q5198214, , , , , , , , , , , , ,288.02,"D70,D70.4",C0221023,C536227,C3820, , , 
Q5203266,Q5203266, , , , , , , , , , , , , ,E74.8,"C0342765,C1291386",C535767,C128804, , , 
Q5203306,Q5203306, , , , , , , , , , , , ,277.6,E71.3,C0342870,C536663,C119676, , , 
Q5220984,Q5220984, , , , , , , , , , , , ,759.89,E74.0,C0878677,D052120,C84735, , , 
Q5259533,Q5259533, , , , , , , , , , , , , ,K00.5,"C0011430,C4023558",D003805, , , , 
Q5262702,Q5262702, , , , , , , , , , , , , ,Q82.4,C0406778,C535374, , , , 
Q5264836,Q5264836, , , , , , , , , , , , ,272.8,Q87.8,C1865596,C566555, , , , 
Q5275412,Q5275412, , , , , , , , , , , , , , ,C1721006,D053546, , , , 
Q5275419,Q5275419, , , , , , , , , , , , , , ,"C0022584,C3489771",D015776,C3147, , , 
Q5276448,Q5276448, , , , , , , , , , , , ,277.2,E79.8,"C0274576,C1959620,C2720286,C3495551,C4025582",D054067,"C3964,C84672", , , 
Q5280135,Q5280135, , , , , , , , , , , , , ,Q87.8,"C0266688,C0544738,C1842884",C564315, , , , 
Q5282845,Q5282845, , , , , , , , , , , , ,335.19,G12.2,C1858517,C536880, , , , 
Q5289050,Q5289050, , , , , , , , , , , , , , , , , , , , 
Q5315596,Q5315596, , , , , , , , , , , , , , , , , , , , 
Q5319366,Q5319366, , , , , , , , , , , , , ,L81.8,C0406775,C535729,C118435, , , 
Q5319369,Q5319369, , , , , , , , , , , , , ,L81.8,"C1306229,C2930995",C535730,C173131, , , 
Q5322531,Q5322531, , , , , , , , , , , , , , ,C2748572,C557674, , , , 
Q5322931,Q5322931, , , , , , , , , , , , , ,Q87.8,C1857041,C536190, , , , 
Q5360758,Q5360758, , , , , , , , , , , , , , ,C4014918, , , , , 
Q5382847,Q5382847, , , , , , , , , , , , ,757.39,Q81.0,C0432317,C535962, , , , 
Q5382848,Q5382848, , , , , , , , , , , , ,757.39,Q81.0,C0432316,C535959, , , , 
Q5384031,Q5384031, , ,"Q420364,aziklobir","Q147101,Q420364", , , , ,Epstein-Barr birus,Q6900,"ELISA,Hemograma,Polimerasaren kate-erreakzioa,miaketa fisiko","Q176996,Q332126,Q835153,Q886518", ,B27.0,C1856901,D020031,C38759, , , 
Q5396477,Q5396477, , , , , , , , , , , , , ,G11.1,"C1851481,C2930921","C535514,C535738", , , , 
Q5401847,Q5401847, , , , , , , , , , , , , , ,"C1851467,C3809250",D013734, , , , 
Q5432926,Q5432926, , , , , , , , , , , , , , , ,C538208, , , , 
Q5432932,Q5432932,Aurikulako fibrilazio,Q815819, , , , , , , , , , , , ,C1837014,C563817, , , , 
Q5432934,Q5432934, , , , , , , , , , , , , , ,C0342185,D050010, , , , 
Q5432935,Q5432935, , , , , , , , , , , , ,348.39,G31.8,C1858680,C536841, , , , 
Q5432936,Q5432936,Q102186528,Q102186528, , , , , , , , , , ,362.10,"H35.0,H35.00","C0004608,C0339539,C1851402",D000080345, , , , 
Q5432945,Q5432945, , , , , , , , , , , , , ,E88.1,"C0271694,C1720859,C1720860,C1720861",D052496,C84708, , , 
Q5432946,Q5432946, , , , , , , , , , , , , ,L81.4,"C1835039,C1840392,C2681535", , , , , 
Q5432947,Q5432947, , , , , , , , , , , , , ,E30.1,"C0342549,C1504412,C2674612",C536961, , , , 
Q5441566,Q5441566, , , , , , , , , , , , , ,Q87.8,C0796068,C537734,C74987, , , 
Q5459852,Q5459852, , , , , , , , , , , , ,759.89,Q87.8,C0729582,C537062,C175241, , , 
Q5463847,Q5463847, , , , , , , , , , , , ,757.39,Q82.8,C0016395,D005489,C84715, , , 
Q5463849,Q5463849, , , , , , , , , , , , , , ,C1744559,D000090303, , , , 
Q5473408,Q5473408, , , , , , , , , , , , ,277.6,E76.2,C1291490,C563209,C129073, , , 
Q5492304,Q5492304, , , , , , , , , , , , , ,Q87.8,C1855305,C537274, , , , 
Q5493754,Q5493754, , , , ,Q1425572,Q1425572, , , , , , ,759.89,N04.1,C0950122,D052159,C122805, , , 
Q5512866,Q5512866, , , , , , , , , , , , , ,Q87.8,C0406723, , , , , 
Q5513688,Q5513688, , , , , , , , , , , , , ,E75.0,C0268275,D049290,C133084, , , 
Q5513690,Q5513690, , , , , , , , , , , , ,277.6,"E75.1,E75.19","C0085131,C0268271,C1854788,C1856559,C2718068",D016537,C84739, , , 
Q5514398,Q5514398,"Kolestasi,Q1500373,Q1671598,Q46981118,Q46981386,Q46981501,Q46981523,Q4746440,gortasun,zirrosia","Q1075923,Q12133,Q147778,Q1500373,Q1671598,Q46981118,Q46981386,Q46981501,Q46981523,Q4746440", , , , , , ,Q1415380,Q1415380, , ,759.89,E88.8,C1864002,C537934, , , , 
Q5517825,Q5517825, , , , , , , , , , , , , ,E74.29,C0268155, ,C114767, , , 
Q5532463,Q5532463, , , , , , , , , , , , , , , , , , , , 
psoriasi pustular orokortu,Q5532501, , , , , , , , , , , , ,696.1,L40.1,C0343055, ,C119057, , , 
Q5533246,Q5533246, , , , , , , , , , , , ,759.89,Q87.8,C1853566,C565255, , , , 
Q5552374,Q5552374, , , , , , , , , , , , ,759.89,Q82.8,C0432255,C537799, , , , 
Q5556985,Q5556985, , , , , , , , , , , , ,756.59, ,C1856465,C565551, , , , 
Q5558010,Q5558010, , , , , , , , , , , , , , ,C1303073,C536116, , , , 
Q5560415,Q5560415, , , , , , , , , , , , ,516.2,"J84.0,J84.02",C0155912,C562405, , , , 
Q5572316,Q5572316, , , , , , , , , , , , , , ,"C1859974,C4049650", , , , , 
Q5572341,Q5572341, , , , , , , , , , , , ,271.3,E74.3,C0268186,C562602, , , , 
Q5572555,Q5572555, , , , , , , , , , , , , , ,C0574108, , , , , 
Q5572606,Q5572606, , , , , , , , , , , , , ,E74.0,C1855861,C566917, , , , 
Q5572613,Q5572613, , , , , , , , , , , , , ,E74.0,C3495427, ,C168998, , , 
Q5598273,Q5598273,Odoljario,Q166019, , , , , , , , , , , ,D69.1,C0272302,D055652,C84741, , , 
Q5613758,Q5613758, , , , , , , , , , , , ,277.6,E72.8,C0574080,C537622,C173468, , , 
Q5639341,Q5639341, , , , , , , , , , , , , ,Q82.8,C1855627,C537627, , , , 
